tract,percent_pub_trans_2016,percent_pub_trans_2015,percent_pub_trans_2014,percent_pub_trans_2013,percent_pub_trans_2012,percent_pub_trans_2011
406.0,36.8501390032116,36.12078978,37.53614806,34.13631022,41.25485841,45.43417367
407.0,43.110818533768686,43.00635786,44.77138977,42.58373206,43.49235757,42.69889225
408.0,37.93201264418053,37.98670465,37.31060606,40.16913319,38.32790445,43.63839286
409.0,47.25094579970685,47.30820996,40.39688164,31.80236604,32.41479333,32.67175573
501.0,39.13572108649278,38.51190476,41.3029316,43.65217391,49.55070603,43.88926401
502.0,29.39114859915225,29.584711499999997,31.32956153,32.60480115,27.73333333,25.38781687
503.0,26.11380739001186,26.33716994,23.97306397,25.390625,19.90891347,22.05582029
505.0,33.20712347180045,33.48069555,26.15853659,24.60667086,20.1610306,21.52563311
506.0,45.85535907856872,45.65741858,46.08974359,44.12107101,46.61134163,46.41211323
507.0,40.6497013326371,40.876565299999996,36.06158833,39.55223881,36.41563394,36.45276292
508.0,35.01471706372004,34.878587200000005,35.95890411,26.17283951,26.57601978,27.71804062
509.0,25.77148879101229,25.42182227,23.27311371,22.02835333,23.15325248,18.15217391
510.0,23.798204569236837,23.65805169,20.19900498,22.53909844,20.856610800000002,22.5
511.0,33.30611735889401,32.67634855,28.0,25.59787422,31.3503305,40.28037383
512.0,38.343411457573254,38.60887097,40.96153846,31.27272727,27.54126846,25.35477767
513.0,19.387396002660246,19.13043478,16.21911923,14.98559078,14.07574901,20.15250545
514.0,19.38160595656124,19.06005222,14.37814522,15.16366065,15.0,14.11174785
601.0,31.703302543404412,31.04815864,33.72417644,27.69320843,33.192516600000005,31.94607268
602.0,41.568954115348355,41.71952079,39.05109489,42.90171607,40.62733383,39.53662182
603.0,44.883590628482565,45.03496503,41.98508854,37.65460376,36.34694814,30.63973064
604.0,40.435782991433044,40.35219183,42.04753199,38.97199847,39.26288078,35.41826554
605.0,35.01533589807057,34.63768116,38.39541547,42.75256223,45.01557632,48.75776398
608.0,48.9042313034488,48.95068206,49.75858369,50.095238099999996,50.14409222,44.95114007
609.0,50.48024029354012,50.2571796,52.31914894,53.83248167,57.0691878,56.60584744
610.0,51.7615990199958,51.68067227,52.22305953,56.12903226,57.92437651,56.11782477
611.0,54.19306387622623,54.62555066,48.05447471,42.62948207,39.89071038,40.38657172
612.0,55.792650739367595,55.83918315,52.35148515,49.97074312,51.53940887,41.79206566
615.0,47.871090088913235,47.59825328,41.29643117,42.98070526,46.89378758,45.02962475
618.0,49.1499360441437,49.51456311,53.21563682,57.358053299999995,53.435114500000005,62.95336788
619.01,57.428942003965375,57.68261965,55.92648162,50.07369197,49.60826211,57.83351509
619.02,53.20327257796315,53.31799003,51.81818182,47.66798419,48.00601956,40.99768748
620.0,55.65353796625142,56.13397902,57.26569218,56.15141956,52.3853211,54.36086756
621.0,58.65280933552323,58.74722016,58.286778399999996,53.17365269,54.60122699,49.55130706
622.0,44.89741480652393,45.25904203,44.66983168,37.63621123,33.91232423,32.47200689
623.0,47.12697416035655,46.85314685,43.22469983,41.27272727,45.09259259,51.12781955
624.0,50.6868048988398,51.89504373,49.07813872,45.84013051,33.33333333,34.32613552
