tract,percent_high_school_2016,percent_high_school_2015,percent_high_school_2014,percent_high_school_2013,percent_high_school_2012,percent_high_school_2011
406.0,94.89611957992135,95.06061967,93.81743286,94.09131666,93.50135451,95.69033708
407.0,91.94447968932629,91.68099003,94.59107884,92.79501602,90.01789057,88.35102975
408.0,90.70663404433776,90.51612903,90.73043478,91.129061,89.64033264,84.20693069
409.0,94.78143015331189,94.95753715,93.44003215,94.21389920000001,93.07343234,91.08254717
501.0,94.316746857584,94.26305970000001,94.84501018,97.20063539,96.92439898,95.66670213
502.0,90.21745698556175,89.93849938,90.53418392,89.47471318,92.45923345,91.69041302
503.0,93.40549718459926,93.20925553,94.84745348,97.67600741,97.23011765,97.73164557
505.0,92.68636070651132,92.47930083,93.49573214,95.93611111,97.22730683,97.5038735
506.0,97.21507517742101,97.62251334,94.68732394,95.98243243,95.92562313,97.03502538
507.0,95.83840924182677,96.18320611,93.1715948,95.19875292,92.92511848,96.29735649999999
508.0,93.32205062509657,93.20652174,94.13927626,94.62684502,95.17483871,95.47009091
509.0,97.33555258389836,97.53303965,97.61428571,98.43398471,98.04237288,98.48304947
510.0,95.88368856069737,96.11801242,94.13847352,96.29385692,96.49620853,97.80679934
511.0,93.88048324568412,93.58974359,97.27491961,97.18161500000001,98.47301829,99.15121951
512.0,92.58534021428832,92.52728799,93.23572581,89.05271318,89.92915129,89.0
513.0,98.50817549760292,98.72941176,99.63690103,99.54278959999999,99.24872152,98.04941432
514.0,87.83864529261005,87.24358974,89.58942361,91.12329995,93.28105087,96.17897603
601.0,98.40660524354553,98.67862199,98.81369216,98.77613852,98.56445428,97.06473829
602.0,91.8380840892966,91.42538976,95.53665382,95.96816835,93.85241935,92.61138643
603.0,97.47181729899377,97.64094362,98.32726540000002,98.50895002,98.31053902,97.96098361
604.0,98.92995156192863,99.23562645,99.50624204,99.06436052,98.48454259,97.51727502
605.0,82.48251351547609,81.55774396,84.40698299,85.65323336,85.7552964,88.4085354
608.0,99.10733485051803,99.49583516,99.08819599,97.53572383,97.02507243,96.49869399
609.0,96.61722037601871,96.84952978,95.76255401,95.98731343,97.3422318,97.83376083
610.0,98.72419903723107,99.06103286,98.78170581,96.99752066,98.28615385,97.9969809
611.0,98.39344223655678,98.67452135,98.62842105,98.55075503,98.70871559999999,98.9
612.0,98.90335808274688,99.3161494,97.91295181,98.18254122,98.04359233,97.57155361
615.0,96.22397335611127,96.48798521,94.22478839,97.63593577,96.95223633,97.97246782
618.0,96.73898510301149,96.96412144,95.82035815,96.24200913,98.77090204,95.69989572
619.01,97.62434893255926,97.97453704,96.48757709,95.92828253,96.38231352,95.69894149
619.02,99.27915476422359,99.64084146,99.24289694,99.12957441,99.31931286,99.32782526
620.0,98.7984790346326,99.08450704,99.1492427,99.24953846,100.0,100.0
621.0,97.78430906976213,98.00178944,98.23526828,98.68256761,98.48850652,98.4457672
622.0,99.55783812185614,100.0,98.82110701,98.7043968,98.59133829,98.39571798
623.0,98.99476538583357,99.31972789,99.11166429999999,99.7410572,99.22341357,98.61263617
624.0,96.86128465737688,97.04472843,97.39819820000001,96.20298932,96.04568627,94.23932292
625.0,99.6333218957898,100.0,100.0,100.0,98.93079585,97.79871692
626.0,94.95252405342931,95.02890173,95.38620283,94.49192101,93.23677455,93.38
627.0,95.67844763662269,95.85647159,95.16010363,95.15347159999999,94.3477758,96.48917112
628.0,97.94469721021265,98.18731118,98.44059064,98.33519175,97.64094133,97.22578844
629.0,97.91592827304741,98.16176471,98.00533929999999,98.08267516,99.16614293,98.56978185
630.0,97.52505962229044,97.67037552,98.71209449999999,98.6921363,98.78102467,97.70438813
631.0,99.41185289801331,99.76905312,99.83355079,98.49259089,98.7240415,99.0568915
632.0,97.46507640056419,97.68290748,98.0220777,97.66186047,96.51185567,94.81321261
633.01,97.49267960029202,97.63965382,98.56717113,99.08072087,98.77730263,99.22228047
633.02,98.87393564944819,99.23973644,98.5009906,98.36230024,98.39447514,99.1286131
633.03,93.00099928066679,92.92661362,92.86019590000001,94.50683829,94.57140454,94.08012769
634.0,98.15760237215497,98.37925446,98.75699807,99.34570858,99.51127739,99.72239214
701.01,98.21796709862052,98.47701149,98.55958369,98.17329946,98.91341356,98.92090329999999
701.02,97.7893355351682,98.03253878,98.20442478,97.76398757,97.27514713,96.41668947
701.03,98.88983955420291,99.14586071,100.0,99.2855615,99.31341324,99.15730746
702.0,98.23690116779431,98.52337982,98.52179634,98.04045192,97.37828668,96.02306338
703.0,99.6462993577245,100.0,100.0,100.0,100.0,99.46750747
704.0,90.2269959489574,90.02064694,89.95632262,90.45354195,89.45628698,91.20797814
705.0,93.47590990925141,93.44138711,93.44397109,95.25339483,93.79615531,93.19954836
706.0,96.90894494843664,97.05072749,97.50389718,97.93233348,98.23920973,97.37268107
707.0,93.11126224168615,93.01256512,94.32050099,94.97907059,90.74929190000002,89.41444073
710.0,99.01201869973528,99.30592632,99.51663255,99.61685133,99.88925271,100.0
711.0,99.63961273793716,100.0,99.93646388,99.81913767,99.81935235,99.82349666
712.0,97.96788968922493,98.42133914,95.98006993,95.31905031,95.17917808,95.14521338
713.0,99.47350586166664,99.85627021,99.34673331,99.29780147,99.3284298,99.26678799
714.0,96.68247172399563,96.94858241,95.90489618,94.63728324,95.62439261,94.9592791
715.0,99.27290190650243,99.68021068,98.75598168,98.58791553,98.41053682,97.6606824
716.0,96.11644656924908,96.19970194,97.15131579,95.07134752,96.96408629,96.76357659
717.0,99.23995685494494,99.57507082,99.48327427,99.16159942,99.7223589,97.27893602
718.0,97.74285117508414,98.05779252,97.09990079,96.01233831,97.40031104,97.64438085
801.0,98.36505665379843,98.63144494,98.56262144,99.37614424,99.35787787,98.79470394
802.01,96.51834559169832,96.74821926,96.43471338,94.81506517,94.03252336,96.34505495
802.02,98.81617594215358,99.1217444,99.05723173,99.1495515,99.24418389,99.14830425
803.0,98.74486341534704,99.06227459,98.81752707,99.35699482,98.60555839,97.64575294
804.0,86.82972154004523,86.11453202,90.65690124,89.62153249,87.14118957,84.74724919
810.0,95.19425382990674,95.32098594,94.47131103,95.98767536,95.55287447,95.85992946
811.0,97.16387699184932,97.47854077,96.50229535,94.06295373,94.86879204,94.65202156
812.01,99.24517331996188,99.57973383,99.54125746,99.28032564,99.50188964,99.4733441
812.02,98.47671032727483,98.69517941,99.45551383,99.37992035,100.0,100.0
813.0,99.63652961591279,100.0,100.0,99.71776808,99.33075648,99.44921136
814.01,97.19940279632328,97.28468392,98.64915825,98.67659574,99.91622752,99.91467549
814.02,97.89346675085028,98.20780399,97.43794589,97.18087855,96.97528178,98.89218501
814.03,99.22741227284946,99.56009649,99.51664161,99.50308411,99.45044636,100.0
815.0,99.61098872027658,100.0,99.61657405,99.438222,99.07056729,99.13012837
816.0,99.63411233643127,100.0,100.0,100.0,98.99591971,97.26141885
817.0,97.59504415065099,97.94212219,97.06686514,94.89488043,94.20775643,94.72906837
818.0,99.64265969816526,100.0,100.0,99.82877208,99.78244622,99.43773679
819.0,92.46038743379212,92.60918253,89.66941298,84.79589443,91.70632911,91.97657658
901.0,91.20476957194555,91.49504195,85.49787557,85.06614420000001,86.68025751,88.49310861
902.0,95.97316114345514,96.14661654,95.54222093,96.37008245,95.51908295,93.53442623
903.0,95.83703077782185,96.05769231,94.57058824,94.09627989,96.11038251,97.33067993
1001.0,86.79259205973106,86.32197415,87.13555353,88.33888048,85.51431981,85.24045905
1002.0,92.55585843192202,92.39007892,94.05421509,92.1789657,92.19387755,93.33826985
1003.0,90.85336611714129,90.92433452,87.89234162,88.98800852,86.12063555,88.32035693
1004.0,95.94923074708714,96.18386817,95.11216566,95.40916129,93.25383959,92.36151275
1005.0,95.1598604829671,95.3366697,95.00335196,91.76461303,91.25151377,88.118768
1006.0,92.51511903173449,92.58064516,91.80002407,89.86903969,86.32414169,86.02425068
1007.0,92.7028057514452,92.70780214,92.95978985,90.22985418,87.31764552,85.48109358
1101.0,86.45823494663217,85.96763467,86.85881822,86.8623359,85.33854167,86.28436134
1102.0,90.86213031608638,90.60903733,91.02055602,93.56527473,93.31949957,94.92704778
1103.0,83.75005139292433,83.10417152,83.52381287,84.27553699,83.81360884,88.39989866
1104.0,90.15099419253079,90.14778325,88.17482445,85.38978139,84.44922333,85.66969072
1105.01,87.88694665363383,87.32616111,90.24280802,90.00508982,88.95921788,88.18389854
1105.02,85.49923794444395,85.23099309,80.82825018,85.54745763,86.71259233,91.19476603
1201.0,95.8167195772289,96.00145402,95.40289806,95.22494021,94.21878289,93.40391595
1202.0,94.61322999671201,94.55241461,95.66680585,96.23887728,97.38486453,98.04082583
1203.0,94.68038513091574,94.76623914,94.85712484,92.16818182,93.14074373,92.92951735
1204.0,88.11609611349768,87.53227591,90.12392616,93.44917573,91.9220234,91.81975219
1301.0,90.17940007583175,90.10404065,88.41831051,87.44213902,87.85623139,82.74519732
1302.0,95.63752066815181,95.76802508,95.51718876,95.83271186,95.40406977,93.59587814
1303.0,86.58602400241776,85.99022574,88.79978334,87.4159759,85.32479145,82.59474376
1401.0,66.54711991582712,64.96323529,63.52326389,64.18878505,67.13348677,60.85422752
1402.0,78.92668512729067,78.55147646,73.52089434,71.53291014,63.85663424,58.93649852
1403.01,70.62553742996255,69.60227273,65.89253076,59.85174364,61.76832386,60.19702187
1403.02,78.51177669741733,78.06471686,73.60424735,65.54600726,67.109562,63.54818288
1404.0,87.7569009445595,87.61265241,86.06749536,82.38214748,79.96844151,81.94685031
1405.0,78.5500870300883,77.89878283,75.30120401,74.71769856,70.19758016,60.98654545
1406.01,66.62987772713362,65.28590725,62.91470722,60.31886792,55.37047789,56.82222222
1406.02,72.2536243827648,71.33741705,69.70620826,61.84622477,53.424805400000004,54.61996709
1407.01,87.42357154207514,87.53129695,82.24037559,82.18112706,75.50583768,68.67397403
1407.02,70.00737953070254,68.63736264,68.87750978,67.55085865,63.07049808,60.5216192
1408.0,85.08021402769577,84.87057966,81.35226256,81.35289448,77.73311258,76.00952381
1502.0,87.3908955582099,87.06686188,86.51665615,85.68794711,85.38810720000001,86.00150754
1503.0,91.50658175597577,91.27547869,93.48680801,91.46473957,88.60333141,84.64065294
