WARD,PRECINCT,LOCATION,ADD_NUM,STREET_DIR,STREET_NAME_1,STREET_NAME_2,STREET_NAME_3,STREET_NAME_4,STREET_NAME_5
21,61,BRAINERD LIBRARY-COMMUNITY RM,1350,W,89,St,,,
21,62,CALUMET HGH SCHOOL-1st FL HALLWA,8131,S,May,St,,,
21,63,FOSTER PARK-GYMNASIUM,1440,W,84,St,,,
21,64,GRESHAM SCHOOL-HALLWAY,8510,S,Green,St,,,
21,65,WEST CHATHAM PK-MEETING/GAME RM,8223,S,Princeton,Av,,,
21,66,NEW PISGAH HAVEN HMS-CMTY RM,8005,S,Racine,Av,,,
21,67,HOLINESS IS THE WAY CH-FELLOWSHI,8210,S,Racine,Av,,,
22,1,FARRAGUT HIGH SCH-WIND TUNNEL,2345,S,Christiana,Av,,,
22,2,ZAPATA ACDY-FOYER,2728,S,Kostner,Av,,,
22,3,DOMINGUEZ SCHOOL-GYM,3000,S,Lawndale,Av,,,
22,4,2nd FEDERAL SAVINGS-DRIVE UP BLD,2521,S,Pulaski,Rd,,,
22,5,PIOTROWSKI PARK-GYM,4247,W,31,St,,,
22,6,CORKERY SCHOOL-GYM,2510,S,Kildare,Av,,,
22,7,NEW MOUNT ZION BAPTIST CH-BACK O,4157,W,Cermak,Rd,,,
22,8,FRANCISCO 1 MADERO SCH-GYM,3202,W,28,St,,,
22,9,ST AGNES CHURCH-HALL,2658,S,Central,Pk,Av,,
22,10,GARY SCHOOL-HALLWAY,3740,W,31,St,,,
22,11,CHURCH OF GOD-HALL,3048,S,Central,Park,Av,,
22,12,GARY SCHOOL-HALLWAY,3740,W,31,St,,,
22,13,CARDENAS SCHOOL-GYM,2345,S,Millard,Av,,,
22,14,CARDENAS SCHOOL-GYM,2345,S,Millard,Av,,,
22,15,FRANCISCO 1 MADERO SCH-GYM,3202,W,28,St,,,
22,16,PIOTROWSKI PARK-GYM,4247,W,31,St,,,
22,17,TOMAN LIBRARY-AUDITORIUM,2708,S,Pulaski,Rd,,,
22,18,CARDENAS SCHOOL-GYM,2345,S,Millard,Av,,,
22,19,PADEREWSKI SCH-AUDITORIUM,2221,S,Lawndale,Av,,,
22,20,PIOTROWSKI PARK-GYM,4247,W,31,St,,,
22,21,EMPTY STORE FRONT-STORE FRONT,4339,W,Cermak,Rd,,,
22,22,FARRAGUT HIGH SCH-WIND TUNNEL,2345,S,Christiana,Av,,,
22,23,CORKERY SCHOOL-GYM,2510,S,Kildare,Av,,,
22,24,LAS ISIAS MARIAS-FRONT/DINING RM,2400,S,Pulaski,Rd,,,
22,25,ST AGNES CHURCH-HALL,2658,S,Central,Pk,Av,,
22,26,DOMINGUEZ SCHOOL-GYM,3000,S,Lawndale,Av,,,
22,27,WHITNEY SCHOOL-HALLWAY,2815,S,Komensky,Av,,,
22,28,FARRAGUT HIGH SCH-WIND TUNNEL,2345,S,Christiana,Av,,,
23,1,GARY V RUBIN MD OPTHALMOLOGIST-,7001,W,Archer,Av,,,
23,2,VITTUM PARK - MULTI PURPOSE & GY,5010,W,50th,St,,,
23,3,ST DANIEL PROPHET CH-MULLIGAN HA,5340,S,Nashville,Av,,,
23,4,CROSSROADS COMMUNITY CH/ COMM CE,5417,S,Austin,Av,,,
23,5,ST RICHARD RARISH CENTER CHURCH-,5030,S,Kostner,Av,,,
23,6,ARCHER HEIGHTS BRANCH - COMM RM,5055,S,Archer,Av,,,
23,7,CROSSROADS COMMUNITY CH/ COMM CE,5417,S,Austin,Av,,,
23,8,ST CAMILLUS HALL,5450,S,Lockwood,Av,,,
23,9,CHICAGO WARD YARD-BAY AREA,3720,W,55,St,,,
23,10,STROHACKER PARK-FIELD HOUSE,4347,W,54,St,,,
23,11,CHICAGO FIRE STATION-BACK BAY AR,5559,S,Narragansett,Av,,,
23,12,MACNEAL HAELTH CARE - CONFERENCE,6649,W,Archer,Av,,,
23,13,BYRNE SCHOOL-GYMNASIUM,5329,S,Oak,Park,Av,,
23,14,GARFIELD BRANCH LIBRARY - MEETIN,6348,S,Archer,Av,,,
23,15,DORE SCHOOL - GYM,6108,S,Natoma,Av,,,
23,16,NORMANDY PARK - ACTIVITY RM,6660,W,52,St,,,
23,17,ST RICHARD RARISH CENTER CHURCH-,5030,S,Kostner,Av,,,
23,18,ST RENE - FLANNERY HALL,6340,S,New,England,Av,,
23,19,KINZIE SCHOOL-GYMNASIUM,5625,S,Mobile,Av,,,
23,20,KINZIE SCHOOL-GYMNASIUM,5625,S,Mobile,Av,,,
23,21,LE CLAIRE PARK - GYM,5120,W,44th,St,,,
23,22,DORE SCHOOL - GYM,6108,S,Natoma,Av,,,
23,23,KINZIE SCHOOL-GYMNASIUM,5625,S,Mobile,Av,,,
23,24,CURIE HIGH SCHOOL- EAST ENTRANCE,4959,S,Archer,Av,,,
23,25,ST RICHARD RARISH CENTER CHURCH-,5030,S,Kostner,Av,,,
23,26,VALLEY FORGE PARK- CLUB RM,7001,W,59,St,,,
23,27,CROATIAN AMERICAN RADIO CLUB-HAL,7036,S,Archer,Av,,,
23,28,CHICAGO WARD YARD-MEETING ROOM,5556,S,Central,Av,,,
23,29,MI CASA REALTY-OFFICE SPACE,5445,S,Pulaski,Rd,,,
23,30,ST JANE DE CHANTAL- WARD HALL,5157,S,Mc,Vicker,Av,,
23,31,LOS AMANTES-BANQUET HALL,4753,W,47,St,,,
23,32,OUR LADY OF THE SNOWS - FOYER,4810,S,Leamington,Av,,,
23,33,VITTUM PARK - MULTI PURPOSE & GY,5010,W,50th,St,,,
23,34,ANNA MARMOL HALL - BANQUET HALL,5790,S,Archer,Av,,,
23,35,THE SALVATION ARMY - GYM,5036,W,47th,St,,,
23,36,HALE PARK DISTRICT - PRE SCHOOL,6258,W,62,St,,,
23,37,HEARST SCHOOL - AUDITORIUM,4640,S,Lamon,Av,,,
23,38,HALE SCHOOL - GYM,6140,S,Melvina,Av,,,
23,39,HALE SCHOOL - GYM,6140,S,Melvina,Av,,,
23,40,CLEARING BRANCH LIBRARY- AUDITOR,6423,W,63,Pl,,,
23,41,LOS DELFINES RESTAURANT - WEST D,5207,S,Archer,Av,,,
23,42,ST JANE DE CHANTAL- WARD HALL,5157,S,Mc,Vicker,Av,,
23,43,CLEARING BRANCH LIBRARY- AUDITOR,6423,W,63,Pl,,,
23,44,ST JANE DE CHANTAL- WARD HALL,5157,S,Mc,Vicker,Av,,
23,45,GLORIA DEI LUTHERAN SCHOOL- HALL,5259,S,Major,Av,,,
23,46,CROSSROADS COMMUNITY CH/ COMM CE,5417,S,Austin,Av,,,
23,47,BYRNE SCHOOL-GYMNASIUM,5329,S,Oak,Park,Av,,
23,48,RHINE VFW POST 2729-FRONT HALL,5858,S,Archer,Av,,,
23,49,VALLEY FORGE PARK- CLUB RM,7001,W,59,St,,,
24,1,LEGACY CHARTER SCHOOL - MULTI -,4217,W,18th,St,,,
24,2,ANTON DVORAK SCHOOL - GYM,3615,W,16th,St,,,
24,3,CROWN ACADEMY - AUDITORIUM,2128,S,St,Louis,Av,,
24,4,JOHN GREGORY SCHOOL-AUDITORIUM,3715,W,Polk,St,,,
24,5,SUNSHINE M B CHURCH - LOBBY,3654,W,Roosevelt,Rd,,,
24,6,ANTON DVORAK SCHOOL - GYM,3615,W,16th,St,,,
24,7,CLARK PARK FIELDHOUSE - WEST DAN,4615,W,Jackson,St,,,
24,8,FRANKLIN PARK FIELDHOUSE - GAME,4320,W,15th,St,,,
24,9,CROWN ACADEMY - AUDITORIUM,2128,S,St,Louis,Av,,
24,10,DOUGLAS PARK BAPTIST CHURCH-LOWE,1840,S,Kedzie,Av,,,
24,11,C E HUGHES SCHOOL - RM 100,4247,W,15th,St,,,
24,12,JULIA C LATHROP SCHOOL-GYMNASIUM,1440,S,Christiana,Av,,,
24,13,JULIA C LATHROP SCHOOL-GYMNASIUM,1440,S,Christiana,Av,,,
24,14,GREATER ROSEHILL BAPTIST CHURCH,3137,W,Roosevelt,Rd,,,
24,15,WILLIAM PENN SCHOOL - LOWER LEV,1616,S,Avers,Av,,,
24,16,MICHELE CLARK MAGNET H S - HALLW,5101,W,Harrison,St,,,
24,17,WEBSTER SCHOOL - GYM,4055,W,Arthington,St,,,
24,18,MELODY SCHOOL-GYMNASIUM,412,S,Keeler,Av,,,
24,19,SUMNER SCHOOL-AUDITORIUM,4320,W,Fifth,Av,,,
24,20,WEBSTER SCHOOL - GYM,4055,W,Arthington,St,,,
24,21,LAWNDALE ACADEMY-ATRIUM,3500,W,Douglas,Bv,,,
24,22,UNITY BAPTIST CHURCH - GREEN RM,4220,W,Roosevelt,Rd,,,
24,23,JOHNSON CHILD PARENT CENTER-PLAY,1504,S,Albany,Av,,,
24,24,HERZL SCHOOL-AUDITORIUM,3711,W,Douglas,Bv,,,
24,25,FRANKLIN PARK FIELDHOUSE - GAME,4320,W,15th,St,,,
24,26,CROWN ACADEMY - AUDITORIUM,2128,S,St,Louis,Av,,
24,27,11TH DISTRICT POLICE STATION - A,3151,W,Harrison,St,,,
24,28,HENSON OLIVE SCHOOL - AUDITORIUM,1326,S,Avera,Av,,,
24,29,CLARK PARK FIELDHOUSE - WEST DAN,4615,W,Jackson,St,,,
24,30,C ATTUCKS AMER LEG POST 1268-WES,3920,W,Roosevelt,Rd,,,
24,31,LAWNDALE CHRISTIAN HEALTH CTR-GY,3848,W,Ogden,Av,,,
24,32,SUMNER SCHOOL-AUDITORIUM,4320,W,Fifth,Av,,,
24,33,KANOON MAGNET SCHOOL - GYM,2233,S,Kedzie,Av,,,
24,34,ANTON DVORAK SCHOOL - GYM,3615,W,16th,St,,,
24,35,FREDRICK DOUGLASS LIBRARY -,3353,W,13th,St,,,
24,36,LAWNDALE CHRISTIAN HEALTH CTR-GY,3848,W,Ogden,Av,,,
24,37,ANTON DVORAK SCHOOL - GYM,3615,W,16th,St,,,
24,38,NATHANIEL POPE SCHOOL - AUDITOR,1852,S,Albany,Av,,,
24,39,MELODY SCHOOL-GYMNASIUM,412,S,Keeler,Av,,,
24,40,LAWNDALE CHRISTIAN HEALTH CTR-GY,3848,W,Ogden,Av,,,
24,41,AUSTIN CORINTHIAN CHURCH - SANC,823,S,Cicero,Av,,,
24,42,WEBSTER SCHOOL - GYM,4055,W,Arthington,St,,,
24,43,11TH DISTRICT POLICE STATION - A,3151,W,Harrison,St,,,
24,44,ALBANY TERRANCE APARTMENTS - AUD,3030,W,21st,Pl,,,
24,45,CITY OF CHICAGO WARD YARD - TOOL,1817,S,Pulaski,Rd,,,
24,46,MICHELE CLARK MAGNET H S - HALLW,5101,W,Harrison,St,,,
24,47,LEGACY CHARTER SCHOOL - MULTI -,4217,W,18th,St,,,
24,48,ST PAUL AME CHURCH-MEETING RM,4236,W,Cermak,Rd,,,
24,49,ROOESVELT TOWER - COMMUNITY RM,3440,W,Roosevelt,Rd,,,
24,50,FAITH COMMUNITY CHURCH-SANCTUARY,3456,W,Flournoy,St,,,
25,1,RUIZ SCHOOL-GYM,2410,S,Leavitt,St,,,
25,2,PEREZ JR SCHOOL-LOBBY,1241,W,19,St,,,
25,3,UIC PHYSICAL EDUCATION BLDG-2nd,901,W,Roosevelt,Rd,,,
25,4,MAYORS PEOPLE/DISABILITIES-RM A,2102,W,Ogden,Av,,,
25,5,RUIZ SCHOOL-GYM,2410,S,Leavitt,St,,,
25,6,WALSH ELEMENTARY SCH-HALL,2031,S,Peoria,St,,,
25,7,RUDY LOZANO BR-AUDITORIUM,1805,S,Loomis,St,,,
25,8,PICKARD SCHOOL-AUDITORIUM,2301,W,21,Pl,,,
25,9,ST ANNS CHURCH-BASEMENT,1840,S,Leavitt,St,,,
25,10,MAYORS PEOPLE/DISABILITIES-RM A,2102,W,Ogden,Av,,,
25,11,HARRISON PARK-,1824,S,Wood,St,,,
25,12,JUNGMAN SCH-AUDITORIUM/GYM,1746,S,Miller,St,,,
25,13,COOPER SCHOOL-RM 500 & 700,1624,W,19,St,,,
25,14,HAINES SCHOOL-ALL PURPOSE RM,247,W,23,Pl,,,
25,15,CRISTO REY JESUIT HIGH SCH-GYM,1851,W,22,Pl,,,
25,16,C A S L SENIOR HOUSING-CMTY RM,2108,S,Princeton,Av,,,
25,17,LAS AMER RACINE APTS-CMTY RM,1611,S,Racine,Av,,,
25,18,CHINATOWN ELDERLY APTS-TV RM,300,W,23,St,,,
25,19,COOPER SCHOOL-RM 500 & 700,1624,W,19,St,,,
25,20,LINCOLN UNTD METH CH-FELLOWSHIP,2242,S,Damen,Av,,,
25,21,ANDREW JACKSON SCHOOL-GYM,1340,W,Harrison,St,,,
25,22,MUJERES LATINAS EN ACCION-BSMT,2124,W,21,St,,,
25,23,DVORAK PARK-GAME RM,1119,W,Cullerton,St,,,
25,24,PILSEN ACADEMY-FOYER,1420,W,17,St,,,
25,25,SHERIDAN PARK-GAME RM,910,S,Aberdeen,St,,,
25,26,WALSH ELEMENTARY SCH-HALL,2031,S,Peoria,St,,,
25,27,OUR LADY OF POMPEII-BASEMENT SHI,1224,W,Lexington,St,,,
25,28,OUR LADY OF POMPEII-BASEMENT SHI,1224,W,Lexington,St,,,
25,29,GEORGE COLLINS SENIOR APTS-COMMU,1401,S,Blue,Island,Av,,
25,30,CHGO FIRE STATION-BAY AREA,1915,S,Damen,Av,,,
26,1,UKRANIAN ORTHODOX CH-BSMNT,904,N,Washtenaw,Av,,,
26,2,SPAULDING AVE CH OF GOD-FOYER,1132,N,Spaulding,Av,,,
26,3,IGLESIA DE DIOS-BASEMENT,1859,N,Spaulding,Av,,,
26,4,LATIN AMER MOTORCYCLE ASSOC-HALL,3519,W,Fullerton,Av,,,
26,5,HISPANIC HOUSING SITES-CONF RM,1402,N,Kedzie,Av,,,
26,6,ARMITAGE COMMONS APTS-COMMUNITY,3720,W,Armitage,Av,,,
26,7,ESPERANZA COMM SERVICE-AUDITORIU,520,N,Marshfield,Av,,,
26,8,IGLESIA MISION DEL VALLE-BSMNT H,1847,N,Kedzie,Av,,,
26,9,PABLO CASALS SCH-COMMUNITY RM,3501,W,Potomac,Av,,,
26,10,ASSOC HOUSE OF CHGO-MEETING RM,1116,N,Kedzie,Av,,,
26,11,EMPTY RESTAURANT-HALL,3756,W,North,Av,,,
26,12,FIRST MISSIONARY CH OF CHGO-BASE,1515,N,Homan,Av,,,
26,13,INFANT WELFARE SOCIETY-COMMUNITY,3600,W,Fullerton,Av,,,
26,14,EDDIES HALL-HALL,3634,W,North,Av,,,
26,15,AMES MIDDLE SCHOOL-RM 112,1920,N,Hamlin,Av,,,
26,16,EL CAPITAN-PART OF RESTAURANT,3758,W,Armitage,Av,,,
26,17,SMITH PARK-GYM,2526,W,Grand,Av,,,
26,18,MATERNITY BVM CHURCH-BSMT/LUNCHR,1537,N,Lawndale,Av,,,
26,19,WOODBRIDGE NURSING PAVILION,2242,N,Kezie,Av,,,
26,20,CHGO FIRE STATION-BAY AREA,1244,N,Western,Av,,,
26,21,PLAZA TAINO-COMMUNITY ROOM,1111,N,Francisco,Av,,,
26,22,VON HUMBOLDT SCH-AUDITORIUM,2620,W,Hirsch,St,,,
26,23,LATIN AMER MOTORCYCLE ASSOC-HALL,3519,W,Fullerton,Av,,,
26,24,FUNSTON SCHOOL-ALL PURPOSE RM,2010,N,Central,Park,Av,,
26,25,EL MAMEY LOUNGE-BACK OF BAR,2645,W,North,Av,,,
26,26,FUNSTON SCHOOL-ALL PURPOSE RM,2010,N,Central,Park,Av,,
26,27,PLAZA TAINO-COMMUNITY ROOM,1111,N,Francisco,Av,,,
26,28,I P R A C-THEATER RM,3015,W,Division,St,,,
26,29,GATEWAY FOUNDATION-TV ROOM,1706,N,Kedzie,Av,,,
26,30,LATIN AMER MOTORCYCLE ASSOC-HALL,3519,W,Fullerton,Av,,,
26,31,LAS MORADAS APTS-DINING REAR,1307,N,California,Av,,,
26,32,ELLEN MITCHELL SCH-GYM,2233,W,Ohio,St,,,
26,33,SMITH PARK-GYM,2526,W,Grand,Av,,,
26,34,BOYS/GIRLS CLUB OF CHGO-EDUCATIO,2211,N,Sawyer,Av,,,
26,35,PUERTO RICO UNTD-FRONT/OFC,2606,W,Division,St,,,
26,36,LOWELL SCHOOL-AUDITORIUM,3320,W,Hirsch,St,,,
26,37,CAMERON SCHOOL-HALLWAY,1234,N,Monticello,Av,,,
26,38,VON HUMBOLDT SCH-AUDITORIUM,2620,W,Hirsch,St,,,
26,39,STOWE SCHOOL-FOYER,3444,W,Wabansia,Av,,,
26,40,WEST TOWN CNCRND CTZNS-BSMT,3501,W,Armitage,Av,,,
26,41,CHRISTIAN FELLOWSHIP FLOCK-CHILD,2435,W,Division,St,,,
26,42,FUNSTON SCHOOL-ALL PURPOSE RM,2010,N,Central,Park,Av,,
26,43,MATERNITY BVM CHURCH-BSMT/LUNCHR,1537,N,Lawndale,Av,,,
26,44,NORWEGIAN HOSP-LOBBY,1044,N,Francisco,Av,,,
26,45,BUENA VISTA APTS-COMMUNITY RM,3040,W,North,Av,,,
26,46,ELLEN MITCHELL SCH-GYM,2233,W,Ohio,St,,,
26,47,STOWE SCHOOL-FOYER,3444,W,Wabansia,Av,,,
26,48,NORTHWEST SCATTERED SITES-CONF R,925,N,California,Av,,,
26,49,FIRST MISSIONARY CH OF CHGO-BASE,1515,N,Homan,Av,,,
26,50,VON HUMBOLDT SCH-AUDITORIUM,2620,W,Hirsch,St,,,
26,51,PALMER SQUARE APTS-CENTER,3212,W,Dickens,Av,,,
26,52,LAS MORADAS APTS-DINING REAR,1307,N,California,Av,,,
26,53,HUMBOLDT PARK LI-AUDITORIUM,1605,N,Troy,St,,,
27,1,HAYMARKET/MCDERMOTT CTR-STUDIO,943,W,Washington,Bv,,,
27,2,CHGO NORTHSIDE NEWHOPE CHURCH -,4255,W,Division,Av,,,
27,3,POLARIS CHARTER ACADEMY-GYM,620,N,Sawyer,Av,,,
27,4,YOUTH CENTER COGIC- HALL B,3679,W,Grand,Av,,,
27,5,SEWARD PARK-EAST GYMNASIUM,375,W,Elm,St,,,
27,6,MARK SKINNER SCHOOL-AUDITORIUM,640,W,Scott,St,,,
27,7,SALVATION ARMY CHICAGO-GYMNASIUM,1,N,Ogden,Av,,,
27,8,INTERFAITH HOUSE-CONFERENCE AREA,3456,W,Franklin,Bv,,,
27,9,EVERGREEN TOWER-ACTIVITY RM,1333,N,Cleveland,Av,,,
27,10,NOBLE SQUARE CO OP-COMUNNITY RM,1165,N,Milwaukee,Av,,,
27,11,SALVATION ARMY ADULT REHAB CNTR-,506,N,Desplaines,St,,,
27,12,DOMAIN CONDO ASSOCIATION-LOBBY,900,N,Kingsbury,St,,,
27,13,ERIE NEIGHBORHOOD HOUSE-SAWYER R,1347,W,Erie,St,,,
27,14,ELIZABETH DAVIS APTS-SOCIAL RM,440,N,Drake,Av,,,
27,15,RYERSON SCHOOL-BSMT HALLWAY,646,N,Lawndale,Av,,,
27,16,HAYMARKET/MCDERMOTT CTR-STUDIO,943,W,Washington,Bv,,,
27,17,SALVATION ARMY CHICAGO-GYMNASIUM,1,N,Ogden,Av,,,
27,18,JAMES OTIS SCHOOL- LOWER LEVEL H,525,N,Armour,St,,,
27,19,GREATER SWEET HOME CH-FELLOWSHIP,3842,W,Chicago,Il,,,
27,20,MARSHALL FIELD GARDEN APTS-PARTY,1428,N,Sedgwick,St,,,
27,21,JENNER ACADEMY OF ARTS-CAFETERIA,1119,N,Cleveland,Av,,,
27,22,HUMBOLDT ARTS CTR-STUDIO,748,N,Lawndale,Av,,,
27,23,WARD SCHOOL-GYM,410,N,Monticello,Av,,,
27,24,YOUTH CENTER COGIC- HALL B,3679,W,Grand,Av,,,
27,25,ORR CAMPUS-NORTH HALLWAY,730,N,Pulaski,Rd,,,
27,26,MATTHEW MNR/OZANAN VILLAGE-CMTY,251,N,Albany,Av,,,
27,27,GOSPEL TEMPLE BAPT CH-LL DINING,1958,W,Washington,Bv,,,
27,28,ATRIUM VILLAGE-KIDS GYMNASIUM,300,W,Hill,St,,,
27,29,YOUTH CENTER COGIC- HALL B,3679,W,Grand,Av,,,
27,30,NOBLE SCHOOL-LUNCHROOM,4127,W,Hirsch,Av,,,
27,31,MORTON SCHOOL-GYM,431,N,Troy,St,,,
27,32,847 GREENVIEW APARTMENTS,847,N,Greenview,Av,,,
27,33,UNION PARK FIELD HOUSE-AUDITORIU,1501,W,Randolph,St,,,
27,34,SENIOR SUITES OF WEST HUMBOLT PK,3656,W,Huron,St,,,
27,35,SUZUKI-ORFF SCHOOL OF MUSIC-SPER,1148,W,Chicago,Av,,,
27,36,HERITAGE WOODS OF CHGO-CMTY RM,2800,W,Fulton,Bv,,,
27,37,FLANNERY HOMES-DINING ROOM,1507,N,Clybourn,Av,,,
27,38,NORTH WESTERN SETT ASSO-GUILD HA,1400,W,Augusta,Bv,,,
27,39,NEAR NORTH SPECIAL ED CTR-LL PLA,739,N,Ada,St,,,
27,40,NORTHWEST TOWER APARTMENTS-CMTY,1170,W,Erie,St,,,
27,41,CARPENTER SCHOOL-FRONT LOBBY,1250,W,Erie,St,,,
27,42,CATHERINE COOK SCHOOL-GYM,240,W,Schiller,St,,,
27,43,SUZUKI-ORFF SCHOOL OF MUSIC-SPER,1148,W,Chicago,Av,,,
27,44,POLARIS CHARTER ACADEMY-GYM,620,N,Sawyer,Av,,,
27,45,HAYMARKET/MCDERMOTT CTR-STUDIO,943,W,Washington,Bv,,,
28,1,COMMUNITY FELLOWSHIP M B CHURCH-,4817,W,Madison,St,,,
28,2,JOSHUA M B CHURCH-SANCTUARY,3255,W,Carroll,Av,,,
28,3,FARADAY SCHOOL-GYMNASIUM,3250,W,Monroe,St,,,
28,4,MOORE PARK-CLUB ROOM,5085,W,Adams,St,,,
28,5,FARADAY SCHOOL-GYMNASIUM,3250,W,Monroe,St,,,
28,6,DELANO SCHOOL-GYMNASIUM,3937,W,Wilcox,St,,,
28,7,GOLDBLATT SCHOOL-GYMNASIUM,4257,W,Adams,St,,,
28,8,TRUTH AND DELIVERANCE CHURCH-FOYER,3,S,Laramie,Av,,,
28,9,GOLDBLATT SCHOOL-GYMNASIUM,4257,W,Adams,St,,,
28,10,JLM MINISTRIES,2622,W,Jackson,Blvd,,,
28,11,GOLDBLATT SCHOOL-GYMNASIUM,4257,W,Adams,St,,,
28,12,COMMUNITY FELLOWSHIP M B CHURCH-,4817,W,Madison,St,,,
28,13,GOLDBLATT SCHOOL-GYMNASIUM,4257,W,Adams,St,,,
28,14,PERFORMING CHRIST MINISTRIES-LUN,5209,W,Lake,St,,,
28,15,NEW GALILEE BAPTIST CHURCH-DININ,431,N,Laramie,Av,,,
28,16,AUSTIN CAMPUS-AUDITORIUM,231,N,Pine,Av,,,
28,17,JACKSON SQUARE NURSING HOME-ARTS,5130,W,Jackson,Bv,,,
28,18,DELANO SCHOOL-GYMNASIUM,3937,W,Wilcox,St,,,
28,19,H SPENCER SCHOOL-LL AUDITORIUM,214,N,Lavergne,Av,,,
28,20,IKE SIMS APARTMENTS-COMMUNITY RO,3333,W,Maypole,Av,,,
28,21,R & D BUS COMPANY-LOBBY,4654,W,Washington,Bv,,,
28,22,GARFIELD PARK-COMMUNITY ROOM 104,100,N,Central,Park,Av,,
28,23,THE CHURCH OF CHRIST-DINING RM/F,4400,W,Maypole,Av,,,
28,24,GEORGE W TILTON SCHOOL-AUDITORIU,223,N,Keeler,Av,,,
28,25,GARFIELD SENIOR APTS-SOCIAL RM,3700,W,Congress,Pkwy,,,
28,26,GEORGE W TILTON SCHOOL-AUDITORIU,223,N,Keeler,Av,,,
28,27,HENRY NASH SCHOOL-AUDITORIUM,4837,W,Erie,St,,,
28,28,GEORGE W TILTON SCHOOL-AUDITORIU,223,N,Keeler,Av,,,
28,29,ST ROMAN CHURCH-PARISH HALL,2651,W,23,St,,,
28,30,ONE LORD ONE FAITH CHURCH-FELLOW,312,N,Lavergne,Av,,,
28,31,HEFFERAN SCHOOL-GYMNASIUM,4409,W,Wilcox,St,,,
28,32,JIMMIE G RESTAURANT-DINING AREA,307,S,Kedzie,Av,,,
28,33,MARCONI SCHOOL-GYMNASIUM,230,N,Kolmar,Av,,,
28,34,ST ROMAN CHURCH-PARISH HALL,2651,W,23,St,,,
28,35,MARY MC LEOD BETHUNE SCHOOL-GYMN,3030,W,Arthington,St,,,
28,36,KING DAVID MB CHURCH,3322,W,Gladys,Av,,,
28,37,GREENCASTLE OF GARFIELD 1 APTS-C,3811,W,Washington,Bv,,,
28,38,HENRY NASH SCHOOL-AUDITORIUM,4837,W,Erie,St,,,
28,39,NEW GALILEE BAPTIST CHURCH-DININ,431,N,Laramie,Av,,,
28,40,WESTSIDE LEARNING CENTER-ROOM 12,4624,W,Madison,St,,,
28,41,APAC/CATH CHARITIES WIC CTR-LOBB,5125,W,Chicago,Av,,,
28,42,H SPENCER SCHOOL-LL AUDITORIUM,214,N,Lavergne,Av,,,
28,43,ALRABY/FLOWERS CAMPUS-SOCIAL ROO,3545,W,Fulton,Bv,,,
28,44,HEFFERAN SCHOOL-GYMNASIUM,4409,W,Wilcox,St,,,
28,45,H SPENCER SCHOOL-LL AUDITORIUM,214,N,Lavergne,Av,,,
28,46,HOWE SCHOOL-GYMNASIUM,720,N,Lorel,Av,,,
28,47,AUSTIN Y M C A - SOUTH LOBBY,501,N,Central,Av,,,
28,48,AUSTIN CAMPUS-AUDITORIUM,231,N,Pine,Av,,,
28,49,ST MARTIN DE PORRES CHURCH-FOYER,5112,W,Washington,Bv,,,
28,50,MARILLAC SOCIAL CENTER-SISTER JA,212,S,Francisco,Av,,,
28,51,HENRY NASH SCHOOL-AUDITORIUM,4837,W,Erie,St,,,
28,52,SINAI COMMUNITY INSTITUTE-TOWN H,2653,W,Ogden,Av,,,
28,53,JACKSON SQUARE NURSING HOME-ARTS,5130,W,Jackson,Bv,,,
28,54,MARY MC LEOD BETHUNE SCHOOL-GYMN,3030,W,Arthington,St,,,
28,55,WILLIAM H KING SCHOOL- GYMNASIUM,740,S,Campbell,Av,,,
29,1,OSCAR DE PRIEST SCHOOL-GYMNASIUM,139,S,Parkside,Av,,,
29,2,RIIS PARK-LEARNING CENTER-ART RO,6100,W,Fullerton,Av,,,
29,3,AUSTIN SENIOR SATELLITE CENTER-M,5071,W,Congress,Pkwy,,,
29,4,YOUNG SCHOOL-AUDITORIUM,1434,N,Parkside,Av,,,
29,5,MILTON BRUNSON SCHOOL-GYMNASIUM,932,N,Central,Av,,,
29,6,PARKVIEW VILLA BANQUETS-HALL,6155,W,Fullerton,Av,,,
29,7,BALTIC LOUNGE-BANQUET ROOM,5735,W,Belden,Av,,,
29,8,NEW INSPIRATIONAL MB CH -HALL,5825,W,Division,St,,,
29,9,LYON SCHOOL-GYMNASIUM,2941,N,Mcvicker,Av,,,
29,10,SENIOR SUITES OF BELMONT - COMM,6045,W,Grand,Av,,,
29,11,ELLINGTON SCHOOL-GYMNASIUM,243,N,Parkside,Av,,,
29,12,LOVETT SCHOOL-AUDITORIUM,6333,W,Bloomingdale,Av,,,
29,13,TRUE VINE CHURCH-DINING ROOM,5936,W,Division,St,,,
29,14,JACKSON SQUARE NURSING HOME-ARTS,5130,W,Jackson,Bv,,,
29,15,LOVETT SCHOOL-AUDITORIUM,6333,W,Bloomingdale,Av,,,
29,16,OSCAR DE PRIEST SCHOOL-GYMNASIUM,139,S,Parkside,Av,,,
29,17,AMUNDSEN PARK-DANCE-GAME-ARTS 620,0,W,Bloomingdale,Av,,,
29,18,BURNHAM APARTMENTS-LOBBY,325,N,Austin,Bv,,,
29,19,COLUMBUS PARK REFECTORY-DANCE HA,5701,W,Jackson,Bv,,,
29,20,MAYFIELD CARE CENTER-REHAB ROOM,5905,W,Washington,Bv,,,
29,21,CIRCLE URBAN MINISTRIES-ROOM 152,118,N,Central,Av,,,
